"Местное время в Ульяновске / Центральном (аэропорт)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"10.10.2022 19:00";"12.1";"755.0";"";"";"74";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"15.1";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"10.10.2022 16:00";"14.8";"755.0";"";"";"61";"Ветер, дующий с востока";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.10.2022 13:00";"14.3";"755.0";"";"";"60";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.10.2022 10:00";"10.8";"756.0";"";"";"77";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.10.2022 07:00";"6.5";"755.0";"";"";"92";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"5.5";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"10.10.2022 04:00";"6.2";"756.0";"";"";"93";"Ветер, дующий с юга";"2";"";"";"40%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"10.10.2022 01:00";"7.5";"756.0";"";"";"88";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"09.10.2022 22:00";"8.1";"756.0";"";"";"81";"Ветер, дующий с юго-запада";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2022 19:00";"10.1";"756.0";"";"";"76";"Ветер, дующий с юго-востока";"1";"";"";"20–30%.";" ";"";"";"";"16.7";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"09.10.2022 16:00";"16.5";"757.0";"";"";"49";"Ветер, дующий с юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2022 13:00";"15.7";"758.0";"";"";"54";"Ветер, дующий с юго-запада";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2022 10:00";"9.2";"759.0";"";"";"80";"Ветер, дующий с юго-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2022 07:00";"2.5";"759.0";"";"";"98";"Ветер, дующий с юга";"2";"";"";"50%.";" ";"";"";"2.0";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"09.10.2022 04:00";"2.7";"759.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"09.10.2022 01:00";"3.6";"758.0";"";"";"97";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2022 22:00";"5.4";"758.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2022 19:00";"9.2";"758.0";"";"";"77";"Ветер, дующий с запада";"1";"";"";"50%.";" ";"";"";"";"15.6";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"08.10.2022 16:00";"14.6";"758.0";"";"";"53";"Ветер, дующий с запада";"4";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2022 13:00";"14.6";"758.0";"";"";"60";"Ветер, дующий с запада";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2022 10:00";"10.2";"758.0";"";"";"82";"Ветер, дующий с запада";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2022 07:00";"6.3";"756.0";"";"";"93";"Ветер, дующий с запада";"5";"";"";"20–30%.";" ";"";"";"5.8";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"08.10.2022 04:00";"7.2";"755.0";"";"";"90";"Ветер, дующий с запада";"5";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"08.10.2022 01:00";"8.5";"754.0";"";"";"87";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2022 22:00";"8.8";"753.0";"";"";"95";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2022 19:00";"10.5";"752.0";"";"";"90";"Ветер, дующий с запада";"4";"";"";"70 – 80%.";" ";"";"";"";"11.8";"";"";"";"";"";"10.0";"";"0.8";"12";"";"";"";"";
"07.10.2022 16:00";"11.1";"751.0";"";"";"92";"Ветер, дующий с запада";"6";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2022 13:00";"8.4";"751.0";"";"";"94";"Ветер, дующий с юго-запада";"2";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2022 10:00";"5.5";"752.0";"";"";"93";"Ветер, дующий с юга";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2022 07:00";"2.1";"753.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"1.6";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"07.10.2022 04:00";"2.5";"753.0";"";"";"98";"Ветер, дующий с юга";"1";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"07.10.2022 01:00";"3.6";"753.0";"";"";"96";"Ветер, дующий с северо-запада";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2022 22:00";"6.5";"753.0";"";"";"91";"Ветер, дующий с запада";"3";"";"";"60%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2022 19:00";"8.1";"752.0";"";"";"86";"Ветер, дующий с запада";"3";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"11.5";"";"";"";"";"";"10.0";"";"3.0";"12";"";"";"";"";
"06.10.2022 16:00";"11.3";"751.0";"";"";"66";"Ветер, дующий с запада";"6";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2022 13:00";"8.7";"751.0";"";"";"88";"Ветер, дующий с запада";"6";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"06.10.2022 10:00";"9.0";"750.0";"";"";"91";"Ветер, дующий с северо-запада";"4";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"8.3";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2022 07:00";"9.1";"750.0";"";"";"95";"Ветер, дующий с запада";"2";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"9.0";"";"";"";"";"";"";"10.0";"";"0.8";"12";"";"";"";"";
"06.10.2022 04:00";"9.8";"751.0";"";"";"94";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"06.10.2022 01:00";"9.7";"752.0";"";"";"93";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2022 22:00";"9.2";"753.0";"";"";"92";"Ветер, дующий с юга";"3";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2022 19:00";"10.6";"754.0";"";"";"80";"Ветер, дующий с юго-востока";"1";"";"";"70 – 80%.";" ";"";"";"";"13.8";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"05.10.2022 16:00";"12.2";"754.0";"";"";"64";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2022 13:00";"12.2";"754.0";"";"";"64";"Ветер, дующий с юга";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2022 10:00";"9.0";"754.0";"";"";"75";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2022 07:00";"7.7";"754.0";"";"";"82";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Ливневый(ые) дождь(и). ";"";"";"7.0";"";"";"";"";"";"";"10.0";"";"2.0";"12";"";"";"";"";
"05.10.2022 04:00";"10.0";"755.0";"";"";"52";"Ветер, дующий с юго-востока";"3";"";"";"100%.";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"05.10.2022 01:00";"7.5";"757.0";"";"";"80";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2022 22:00";"12.2";"757.0";"";"";"30";"Ветер, дующий с юга";"4";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2022 19:00";"13.1";"757.0";"";"";"31";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"14.3";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"04.10.2022 16:00";"14.1";"756.0";"";"";"34";"Ветер, дующий с юга";"4";"";"";"90  или более, но не 100%";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2022 13:00";"9.9";"756.0";"";"";"65";"Ветер, дующий с юго-востока";"2";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2022 10:00";"10.5";"756.0";"";"";"51";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дождь (незамерзающий) неливневый. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2022 07:00";"11.1";"754.0";"";"";"45";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"9.1";"";"";"";"";"";"";"10.0";"";"Следы осадков";"12";"";"";"";"";
"04.10.2022 04:00";"9.6";"754.0";"";"";"83";"Ветер, дующий с юга";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.10.2022 01:00";"10.7";"754.0";"";"";"71";"Ветер, дующий с юго-запада";"1";"";"";"90  или более, но не 100%";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2022 22:00";"15.9";"753.0";"";"";"29";"Ветер, дующий с юга";"4";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2022 19:00";"15.9";"752.0";"";"";"34";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";" ";"";"";"";"19.4";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.10.2022 16:00";"18.2";"751.0";"";"";"31";"Ветер, дующий с юга";"5";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2022 13:00";"18.9";"750.0";"";"";"28";"Ветер, дующий с юга";"5";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2022 10:00";"15.6";"750.0";"";"";"40";"Ветер, дующий с юга";"4";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2022 07:00";"11.6";"749.0";"";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"40%.";" ";"";"";"11.2";"";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"03.10.2022 04:00";"13.8";"749.0";"";"";"84";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.10.2022 01:00";"13.5";"749.0";"";"";"96";"Ветер, дующий с юга";"1";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2022 22:00";"14.0";"749.0";"";"";"96";"Ветер, дующий с юга";"2";"";"";"60%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2022 19:00";"15.3";"749.0";"";"";"93";"Ветер, дующий с юга";"1";"";"";"70 – 80%.";" ";"";"";"";"16.9";"";"";"";"";"";"10.0";"";"6.0";"12";"";"";"";"";
"02.10.2022 16:00";"15.7";"749.0";"";"";"87";"Ветер, дующий с юга";"3";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2022 13:00";"14.0";"749.0";"";"";"97";"Ветер, дующий с юга";"2";"";"";"100%.";"Ливневый(ые) дождь(и) слабый(ые) в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2022 10:00";"12.2";"750.0";"";"";"97";"Ветер, дующий с юга";"2";"";"";"70 – 80%.";"Гроза (с осадками или без них). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2022 07:00";"11.7";"751.0";"";"";"97";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"";"";"11.2";"";"";"";"";"";"";"10.0";"";"3.0";"12";"";"";"";"";
"02.10.2022 04:00";"12.5";"751.0";"";"";"90";"Штиль, безветрие";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"02.10.2022 01:00";"12.2";"753.0";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"90  или более, но не 100%";"Состояние неба в общем не изменилось. ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2022 22:00";"12.7";"754.0";"";"";"92";"Ветер, дующий с юго-востока";"2";"";"";"70 – 80%.";"Ливневый(ые) дождь(и). ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2022 19:00";"13.8";"755.0";"";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"90  или более, но не 100%";" ";"";"";"";"15.2";"";"";"";"";"";"10.0";"";"Осадков нет";"12";"";"";"";"";
"01.10.2022 16:00";"14.6";"756.0";"";"";"76";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2022 13:00";"13.7";"757.0";"";"";"81";"Ветер, дующий с юга";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2022 10:00";"11.6";"757.0";"";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"01.10.2022 07:00";"10.4";"758.0";"";"";"94";"Ветер, дующий с юга";"1";"";"";"100%.";"Дымка. ";"";"";"10.0";"";"";"";"";"";"";"4.0";"";"Осадков нет";"12";"";"";"";"";
"01.10.2022 04:00";"10.3";"757.0";"";"";"95";"Ветер, дующий с юго-востока";"1";"";"";"100%.";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.10.2022 01:00";"10.2";"757.0";"";"";"93";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2022 22:00";"10.5";"757.0";"";"";"92";"Ветер, дующий с юга";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2022 19:00";"10.9";"757.0";"";"";"90";"Ветер, дующий с юго-востока";"2";"";"";"100%.";" ";"";"";"";"11.6";"";"";"";"";"";"10.0";"";"0.3";"12";"";"";"";"";
"30.09.2022 16:00";"11.5";"756.0";"";"";"91";"Ветер, дующий с востока";"2";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2022 13:00";"10.8";"756.0";"";"";"94";"Ветер, дующий с юго-востока";"1";"";"";"100%.";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2022 10:00";"10.1";"755.0";"";"";"98";"Ветер, дующий с востока";"2";"";"";"100%.";"Замерзающая морось или замерзающий дождь неливневые. ";"";"";"10.0";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.09.2022 07:00";"10.3";"754.0";"";"";"98";"Ветер, дующий с востока";"1";"";"";"100%.";"Дождь незамерзающий непрерывный слабый в срок наблюдения. ";"";"";"10.3";"";"";"";"";"";"";"4.0";"";"1.0";"12";"";"";"";"";
"30.09.2022 04:00";"11.2";"752.0";"";"";"99";"Ветер, дующий с востока";"2";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";"";
"30.09.2022 01:00";"12.5";"751.0";"";"";"97";"Штиль, безветрие";"0";"";"";"";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"29.09.2022 22:00";"12.9";"750.0";"";"";"96";"Штиль, безветрие";"0";"";"";"100%.";"Морось незамерзающая непрерывная слабая в срок наблюдения. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.09.2022 19:00";"13.4";"748.0";"";"";"92";"Штиль, безветрие";"0";"";"";"100%.";"Дымка. ";"";"";"";"13.7";"";"";"";"";"";"4.0";"";"Осадков нет";"12";"";"";"";"";
